1.000000E-007 9.999999E-008 9.999999E-008
7.174552E-005 7.174037E-005 7.174037E-005
1.294595E-004 1.294427E-004 1.294427E-004
1.846372E-004 1.846031E-004 1.846031E-004
2.375672E-004 2.375108E-004 2.375108E-004
2.888302E-004 2.887468E-004 2.887468E-004
3.389119E-004 3.387971E-004 3.387971E-004
3.881672E-004 3.880165E-004 3.880165E-004
4.368441E-004 4.366533E-004 4.366533E-004
4.851138E-004 4.848785E-004 4.848785E-004
5.330936E-004 5.328095E-004 5.328095E-004
5.808641E-004 5.805268E-004 5.805268E-004
6.284810E-004 6.280861E-004 6.280861E-004
6.759829E-004 6.755261E-004 6.755261E-004
7.233969E-004 7.228737E-004 7.228737E-004
7.707423E-004 7.701484E-004 7.701485E-004
8.180330E-004 8.173641E-004 8.173641E-004
8.652793E-004 8.645309E-004 8.645309E-004
9.124886E-004 9.116564E-004 9.116564E-004
9.596669E-004 9.587464E-004 9.587464E-004
1.006819E-003 1.005805E-003 1.005805E-003
1.053947E-003 1.052837E-003 1.052837E-003
1.101055E-003 1.099844E-003 1.099844E-003
1.148146E-003 1.146828E-003 1.146828E-003
1.195220E-003 1.193792E-003 1.193792E-003
1.242279E-003 1.240737E-003 1.240737E-003
1.289326E-003 1.287665E-003 1.287665E-003
1.336361E-003 1.334576E-003 1.334576E-003
1.383385E-003 1.381472E-003 1.381472E-003
1.430399E-003 1.428354E-003 1.428354E-003
1.477403E-003 1.475222E-003 1.475222E-003
1.524399E-003 1.522077E-003 1.522077E-003
1.571388E-003 1.568920E-003 1.568921E-003
1.618369E-003 1.615752E-003 1.615752E-003
1.665343E-003 1.662572E-003 1.662572E-003
1.712311E-003 1.709382E-003 1.709382E-003
1.759273E-003 1.756181E-003 1.756181E-003
1.806229E-003 1.802970E-003 1.802970E-003
1.853181E-003 1.849750E-003 1.849750E-003
1.900127E-003 1.896520E-003 1.896520E-003
1.947069E-003 1.943282E-003 1.943282E-003
1.994006E-003 1.990034E-003 1.990034E-003
2.040940E-003 2.036779E-003 2.036779E-003
2.087869E-003 2.083515E-003 2.083515E-003
2.134795E-003 2.130243E-003 2.130243E-003
2.181718E-003 2.176963E-003 2.176963E-003
2.228637E-003 2.223676E-003 2.223676E-003
2.275553E-003 2.270381E-003 2.270381E-003
2.322467E-003 2.317079E-003 2.317079E-003
2.369377E-003 2.363770E-003 2.363770E-003
2.416285E-003 2.410454E-003 2.410454E-003
2.463190E-003 2.457130E-003 2.457130E-003
2.510093E-003 2.503801E-003 2.503801E-003
2.556994E-003 2.550464E-003 2.550464E-003
2.603893E-003 2.597121E-003 2.597121E-003
2.650789E-003 2.643772E-003 2.643772E-003
2.697684E-003 2.690416E-003 2.690416E-003
2.744577E-003 2.737054E-003 2.737054E-003
2.791468E-003 2.783686E-003 2.783686E-003
2.838357E-003 2.830312E-003 2.830312E-003
2.885245E-003 2.876932E-003 2.876932E-003
2.932131E-003 2.923546E-003 2.923546E-003
2.979016E-003 2.970154E-003 2.970154E-003
3.025899E-003 3.016757E-003 3.016757E-003
3.072781E-003 3.063353E-003 3.063353E-003
3.119662E-003 3.109944E-003 3.109944E-003
3.166541E-003 3.156530E-003 3.156530E-003
3.213419E-003 3.203110E-003 3.203110E-003
3.260297E-003 3.249684E-003 3.249685E-003
3.307173E-003 3.296254E-003 3.296254E-003
3.354048E-003 3.342817E-003 3.342817E-003
3.400922E-003 3.389376E-003 3.389376E-003
3.447796E-003 3.435929E-003 3.435929E-003
3.494668E-003 3.482477E-003 3.482477E-003
3.541540E-003 3.529019E-003 3.529019E-003
3.588411E-003 3.575557E-003 3.575557E-003
3.635281E-003 3.622089E-003 3.622089E-003
3.682150E-003 3.668617E-003 3.668617E-003
3.729019E-003 3.715139E-003 3.715139E-003
3.775886E-003 3.761656E-003 3.761656E-003
3.822754E-003 3.808168E-003 3.808168E-003
3.869621E-003 3.854676E-003 3.854676E-003
3.916487E-003 3.901178E-003 3.901178E-003
3.963352E-003 3.947675E-003 3.947675E-003
4.010218E-003 3.994168E-003 3.994168E-003
4.057082E-003 4.040656E-003 4.040656E-003
4.103946E-003 4.087139E-003 4.087139E-003
4.150810E-003 4.133617E-003 4.133617E-003
4.197674E-003 4.180090E-003 4.180090E-003
4.244537E-003 4.226559E-003 4.226559E-003
4.291399E-003 4.273022E-003 4.273022E-003
4.338261E-003 4.319482E-003 4.319482E-003
4.385123E-003 4.365936E-003 4.365936E-003
4.431985E-003 4.412386E-003 4.412386E-003
4.478846E-003 4.458831E-003 4.458831E-003
4.525707E-003 4.505272E-003 4.505272E-003
4.572568E-003 4.551707E-003 4.551707E-003
4.619429E-003 4.598139E-003 4.598139E-003
4.666289E-003 4.644566E-003 4.644566E-003
4.713149E-003 4.690988E-003 4.690988E-003
4.760009E-003 4.737405E-003 4.737405E-003
4.806869E-003 4.783818E-003 4.783819E-003
4.853729E-003 4.830227E-003 4.830227E-003
4.900588E-003 4.876631E-003 4.876631E-003
4.947448E-003 4.923031E-003 4.923031E-003
4.994307E-003 4.969426E-003 4.969426E-003
5.041166E-003 5.015817E-003 5.015817E-003
5.088025E-003 5.062203E-003 5.062203E-003
5.134884E-003 5.108585E-003 5.108585E-003
5.181743E-003 5.154962E-003 5.154962E-003
5.228602E-003 5.201335E-003 5.201335E-003
5.275461E-003 5.247704E-003 5.247704E-003
5.322320E-003 5.294068E-003 5.294068E-003
5.369179E-003 5.340428E-003 5.340428E-003
5.416038E-003 5.386783E-003 5.386783E-003
5.462896E-003 5.433135E-003 5.433135E-003
5.509755E-003 5.479481E-003 5.479481E-003
5.556614E-003 5.525824E-003 5.525824E-003
5.603473E-003 5.572162E-003 5.572162E-003
5.650332E-003 5.618496E-003 5.618496E-003
5.697191E-003 5.664825E-003 5.664825E-003
5.744050E-003 5.711151E-003 5.711151E-003
5.790909E-003 5.757472E-003 5.757472E-003
5.837769E-003 5.803788E-003 5.803788E-003
5.884628E-003 5.850101E-003 5.850101E-003
5.931487E-003 5.896409E-003 5.896409E-003
5.978347E-003 5.942713E-003 5.942713E-003
6.025206E-003 5.989012E-003 5.989012E-003
6.072066E-003 6.035308E-003 6.035308E-003
6.118926E-003 6.081599E-003 6.081599E-003
6.165786E-003 6.127886E-003 6.127886E-003
6.212646E-003 6.174169E-003 6.174169E-003
6.259506E-003 6.220447E-003 6.220447E-003
6.306367E-003 6.266722E-003 6.266722E-003
6.353227E-003 6.312992E-003 6.312992E-003
6.400088E-003 6.359258E-003 6.359258E-003
6.446949E-003 6.405520E-003 6.405520E-003
6.493810E-003 6.451777E-003 6.451777E-003
6.540671E-003 6.498031E-003 6.498031E-003
6.587533E-003 6.544280E-003 6.544280E-003
6.634395E-003 6.590525E-003 6.590525E-003
6.681257E-003 6.636766E-003 6.636766E-003
