-3.0	-0.9999779128	-0.9999779095	3.272778E-009
-2.0	-0.9953223066	-0.9953222650	4.156505E-008
-1.0	-0.8427007942	-0.8427007929	1.242896E-009
-0.5	-0.5204998777	-0.5204998778	1.310686E-010
0.0	0.0000000000	0.0000000000	0.000000E+000
0.5	0.5204998777	0.5204998778	1.310686E-010
1.0	0.8427007942	0.8427007929	1.242896E-009
1.5	0.9661053536	0.9661051465	2.070982E-007
2.0	0.9953223066	0.9953222650	4.156505E-008
3.0	0.9999779128	0.9999779095	3.272778E-009
